Weight,Height
168.6272639,66.47639701
209.6379745,72.9870702
195.346027,69.56323228
194.3226014,71.00356014
219.3679167,69.91563736
205.1617483,71.69714179
178.8826337,67.64994086
181.7249315,68.29555456
203.5603338,68.68725567
165.1558987,68.91577165
197.9314296,68.96087967
173.284033,67.2472352
183.9477889,68.91586364
139.5340469,65.8385445
160.1885313,64.67107555
163.6040022,66.29589772
193.9551074,67.09758575
189.8933425,66.99828973
184.223932,70.9619709
190.7955422,68.4208722
188.2006794,67.65252759
226.2077799,75.62019316
197.8793731,70.54924202
190.5134869,68.89083891
176.2465834,68.28453192
177.7270945,64.99507826
173.6915922,65.57577154
210.4636875,69.30608824
170.1005633,65.70471542
173.4598918,67.80399101
184.9366903,69.21614731
194.2869459,68.01500601
149.1496848,61.92694894
192.4707696,67.26636272
179.750808,67.67682185
202.863293,69.97090362
163.3573315,65.31346154
217.0277146,71.90600544
183.1612325,66.23390404
166.5836105,65.81494282
205.2508892,72.84494786
189.7030888,70.94944345
218.5863364,71.34380763
203.139433,71.05566416
139.9050703,61.92554729
196.2938059,68.76245756
179.9370112,67.58394143
164.1459224,67.36169467
168.1748644,65.87915656
189.7425419,68.69476215
195.1703915,69.53486155
190.4679588,66.63469083
204.4265983,69.80990157
196.1516228,68.67987369
209.6707739,71.61517875
190.9334005,69.68979533
197.9448324,70.90108637
186.7803378,68.00581399
188.6638321,70.61574398
176.3766428,71.57119416
209.3294834,73.01286326
136.1678657,60.74811787
190.9351825,69.08211963
191.4456543,69.33873763
184.9382299,67.75713771
232.313471,76.02708186
201.778854,72.22761616
188.3288071,68.92104135
174.6556973,65.33492768
183.9433388,65.93240345
187.517442,70.46668931
213.8474529,73.18104362
175.2195188,68.55087969
169.5448054,68.52940825
144.5919224,63.59645542
175.6791902,67.14424123
197.1984016,70.81637062
222.9259167,73.53028481
165.4045453,66.14106892
170.4172312,67.90684975
216.6339997,71.43337582
173.7075042,67.1126798
217.8960397,73.28391797
161.0131458,63.67258315
193.7563258,69.2253203
177.1191607,69.67012402
204.8274497,70.48544817
176.7318925,69.00467787
192.7618857,68.45789401
166.9610205,66.02473378
186.7379955,69.31816913
188.5061787,69.07774056
208.3614918,73.56227037
161.4958143,66.08768889
214.9664592,73.52598433
205.1334355,69.67906022
183.1973068,66.67678112
208.8950443,72.96166547
207.9255765,68.24687214
210.6638278,71.95662589
204.2728377,71.05863335
195.1987301,66.97694995
190.6860225,68.47800208
199.6353266,71.28444139
166.8215473,64.98045629
178.797509,66.76188387
185.7721575,68.76616172
193.7549909,68.99254357
228.8005161,71.2951946
192.3497017,69.0494784
175.9834911,66.54148202
176.1412392,68.51552345
177.4825249,67.45971531
201.7607769,71.35738241
176.8430799,68.59040604
185.5242604,69.73608671
188.041029,69.83385707
189.3844383,72.41058576
166.096744,65.43459687
170.2501787,66.26765677
212.804259,69.97430087
196.1455062,71.20919422
202.2790697,69.93740019
201.3320069,71.38602219
158.4540944,64.58878167
174.4894863,68.79298442
183.7833827,68.44574673
188.1035061,69.20157812
176.1934298,69.42601731
194.2007119,69.6062252
194.1995089,72.88170697
145.8988424,62.17833122
191.8337092,68.87470662
209.8535536,71.08008356
201.2614644,72.18253412
208.7818534,72.06275498
182.6734054,67.38005789
166.4350688,67.93463453
193.3935426,70.80193026
178.4481797,65.54912127
205.9417907,70.19122448
199.2098424,71.77899537
192.0295666,68.13028842
175.2608644,68.35948256
170.0064451,66.09035701
205.3475962,71.58012314
196.0432951,73.53666772
208.1452566,71.11553184
202.8907578,70.79430255
188.595024,71.72906048
162.4297274,63.19653037
182.8523991,68.10111341
157.3174614,65.85609973
178.6759921,68.3464565
187.2174859,69.56022893
171.6209666,68.72830407
200.5341783,70.15827765
193.9273604,68.92333665
155.489729,64.3001742
192.527905,70.45563306
159.8624674,68.62406319
176.2592744,69.66475174
171.7089263,69.05888454
181.7096189,67.22698623
171.3866592,66.11579969
179.1320246,68.61738735
187.4693714,69.24901281
182.0045223,69.64190618
214.4740355,72.79702836
208.526427,75.04399507
190.2219929,70.97268413
217.1437905,74.38801243
156.0738985,64.36216387
206.3851911,71.32700107
178.1527814,67.17202444
228.8383958,74.40167189
174.4733629,63.86792096
164.2149026,68.88599177
212.1572757,72.13199022
206.0149398,68.40372617
167.433533,65.09265639
195.2186397,69.22967912
209.1754891,71.94778826
182.3012856,67.46299066
190.1851469,69.31290864
160.3449039,63.73104817
129.3010238,60.6798174
195.6263191,70.66332308
186.7514169,67.59403113
227.5006451,74.64950788
197.187532,70.46707885
209.5562827,71.94401052
209.7592721,74.02575081
220.4367864,70.78222816
169.207937,64.72725696
185.8456168,68.38302408
192.6914931,71.4692208
177.0260878,66.94445374
199.9473831,70.796979
168.7102903,65.29243478
123.528143,61.75400983
160.2422382,62.48067131
197.082611,67.80567987
161.9709376,69.52599428
201.6550559,72.50075663
194.7861983,70.48529474
162.5654067,66.68973599
175.8109677,71.29191758
209.3793102,71.7967672
204.4603316,73.05634425
210.8690842,68.85335437
169.3262842,66.04544386
223.326105,73.98590142
192.9468911,69.25161788
172.9048014,69.34065722
191.5721536,70.97626497
157.1195445,63.56127763
182.7954943,69.77015095
151.8869422,65.18847756
193.3410828,69.97894082
185.4279701,69.75059715
195.3823108,71.17143115
174.1968873,70.57200178
164.6498139,65.65108952
163.8450013,67.13841414
174.7199581,65.91808694
212.900556,73.78663644
172.7942606,67.73725134
171.9803313,65.54407625
195.9234165,71.21391257
174.8153485,65.59235403
174.5668558,65.66755448
140.2777497,61.97273588
215.5597033,73.89993869
215.8582339,72.34218364
184.2438603,70.31169434
168.2021671,67.11556435
151.3846182,65.93248176
185.9701609,67.22774502
203.2417318,70.11434363
223.9456703,74.84149972
148.4721859,64.52730263
207.1946473,70.05125469
205.1930618,71.83316878
209.4224843,72.83673969
199.1669287,73.30186575
165.0646095,66.39319245
180.7605348,66.51516196
202.2987602,69.27281261
195.2619903,68.23195393
184.2326617,70.41386903
188.4537597,69.72688521
157.2050253,65.51073389
196.5523243,69.13726936
208.3661793,73.6661888
158.1849857,65.89275253
184.598428,68.35442896
197.9075211,70.42473053
202.8672367,72.08020115
199.080779,71.71112479
156.2239585,65.72916187
168.299538,63.8983382
201.5106881,70.31600971
174.5848799,65.78872979
196.930792,69.82746419
197.7567703,68.33115009
165.6432833,67.74158927
232.8861171,75.03388944
192.7324047,73.40405852
192.1816687,69.55476188
157.1292772,64.53903978
163.4952026,67.54676147
205.157578,73.09647798
171.4285919,66.55398107
208.9645836,73.99160419
209.759114,70.86268806
206.2604578,71.5687337
177.2116966,65.83839113
211.7162538,70.27553366
149.5148392,61.773522
220.3363669,74.82494531
192.4279136,71.60514585
163.3865127,67.26010358
199.7783726,70.92419443
218.583688,75.05966865
223.2064516,73.10087624
217.9518826,70.66199203
171.2077789,67.14466735
147.5379562,67.12315343
170.0371863,69.52494396
160.8360745,65.22469166
185.1277355,68.41046282
177.0833882,68.7634637
188.8840968,67.93686881
159.2448862,69.23782869
188.079276,68.46572392
150.9606196,65.6942936
172.3258812,69.43099805
166.3638187,66.13539142
186.3398244,70.87704813
187.6583791,65.973065
163.8801985,64.93911542
196.9495064,68.36860332
189.7073988,69.52555131
188.9748473,66.45560214
177.3439177,69.47458176
184.130432,68.7300987
221.2400958,73.78127448
217.8823464,76.50188334
199.182763,71.22570192
164.5003666,64.50621045
163.2698893,66.50381494
187.6248203,69.21041304
150.3466585,63.54636972
202.7071024,69.73112843
181.7248365,68.60820846
206.5908567,71.46413025
203.9854155,69.509488
231.6086709,73.75963574
195.1899302,68.27778676
200.2900045,72.45463342
195.3530575,70.76919327
188.0988373,70.45214074
194.6597698,68.90409885
197.4120914,69.23842719
156.4163422,67.27784728
207.768535,71.46376469
171.9211499,68.84063351
216.9232912,71.40596471
190.5853768,70.14487407
206.1198392,70.67969103
201.1088923,68.54111605
206.5940588,71.43472691
158.9871861,65.22082048
208.2235661,70.77315142
187.8120619,69.76009479
168.3494568,63.96253068
196.8350517,70.30416327
205.5218858,70.31684922
164.5743913,67.40540788
167.1915272,67.12150305
168.9973239,68.37757989
184.2198182,69.57823897
168.1533262,62.53225328
184.1194153,69.33682153
172.1754663,66.78746728
218.6046973,75.39129223
189.6582738,70.21362908
196.7599362,71.10356362
181.7231932,69.79388789
175.3891518,66.47184446
208.7104386,70.71371409
162.6749752,63.61871729
191.3188108,70.54927972
192.6726758,67.40282109
213.3377733,71.4351749
187.4025309,68.59340514
203.448273,71.45232654
189.9854788,70.69878995
197.3070586,71.39146448
193.359947,70.48564317
226.7010229,74.40818786
185.188138,63.40042323
171.3291085,68.39971912
175.1243663,67.42985418
196.2211135,70.81199997
194.7523537,67.11027101
184.4684504,67.7282199
179.5567899,68.55083219
192.6056386,68.61948497
197.3412472,70.60576101
164.1757008,67.08678122
167.3277028,65.31170819
185.8665843,69.92414675
193.9817476,68.36463488
205.8639345,70.86980492
235.4379661,76.01230001
176.9667279,67.96596781
199.0264276,69.76508744
200.7040517,69.56867239
213.9785966,71.56001874
201.6633373,70.95804927
144.1320269,65.44092231
202.603188,70.97612452
183.9580892,67.99285124
199.568441,70.51851509
176.045407,69.10919144
194.9325685,71.6055731
203.5183265,69.88955858
166.6846488,66.45689878
207.5085426,70.29135418
152.8529747,62.6199652
146.2308047,66.62168183
156.7613371,65.35028818
209.9649432,71.60673989
183.9021104,69.41291443
200.7968545,69.89381359
164.2156392,65.66595856
154.6410416,64.40827325
189.4492405,68.62688583
176.5948886,69.60028264
173.2722178,67.45323124
185.2531099,68.1699946
203.8110909,69.55361404
182.0516903,65.74729799
201.703778,73.12239315
177.8426553,66.620926
202.6281961,69.14590899
186.2254307,65.96579505
185.4540072,67.20326642
175.844485,65.45395717
209.5878005,73.03009203
179.370856,68.3172449
165.3682765,66.33428146
198.2629703,72.36198348
184.9318042,67.71742749
200.2479962,70.4775913
199.443989,71.16299165
202.3322157,69.35477956
201.993728,70.09723765
197.3587607,69.2972917
157.0035437,63.30996928
183.3433272,67.88722989
203.0231161,73.2029699
193.9260342,73.1411551
195.6013653,70.89598255
214.8539253,72.14269267
184.1471888,72.13277787
193.74326,71.20661874
170.1094996,66.25215051
205.6996211,72.34158877
166.2635001,68.06892211
198.4067338,71.39730891
169.6752603,65.72603205
160.0502853,67.11044742
204.9377601,72.21503491
147.90182,63.00978308
180.9498234,69.56915521
217.8372448,70.40400168
189.3616398,68.0302156
176.0902893,69.77791032
130.2772749,62.07863519
159.3191151,65.83441968
191.9681779,70.78093604
182.1541392,69.57143021
188.3517257,67.32706481
191.7600018,67.81460188
162.7669683,66.68224277
197.5962131,69.63970875
182.5898441,64.7742374
200.0071609,73.96294107
184.40952,67.93338384
165.489768,66.77003947
176.6521792,68.93635758
228.8729906,76.43455871
180.3509244,68.99614537
225.9722183,73.50183962
189.8166449,69.6031034
202.2620741,72.06737999
178.9187142,70.48922454
167.0442331,67.03485056
172.6376115,66.1841085
179.9625088,68.6942095
160.1474361,66.65323374
178.3924826,69.83865708
154.5886896,66.24506481
208.8488465,72.81103161
169.4306343,64.47474696
181.6410489,69.75447933
203.8447916,70.66144439
184.4463253,72.47061849
199.7018115,68.17153285
206.6293992,72.98717143
196.5843459,70.53356477
190.0024052,70.04695307
196.7639075,69.01606716
222.2974921,73.54916227
180.0656094,68.11809783
178.4325977,68.28763703
202.7487397,71.52704769
220.9457607,73.39654293
198.6302782,69.84456408
203.7344808,70.15196588
150.1493613,66.29972587
227.139296,76.49293396
186.7624875,71.0323852
170.4211493,66.63104094
182.4280025,66.07553682
187.4720235,70.61316241
158.6645552,65.20348068
175.7972754,66.86186129
220.770232,73.7579983
195.7589355,69.89808607
189.0273679,69.52731972
154.1268504,66.74447747
179.3868167,69.07449203
172.1953637,68.56175073
190.4617768,70.32255001
208.0889465,71.94912042
191.883267,70.91655179
197.3824157,70.37112335
189.6831513,67.79647715
208.0681993,68.69999563
188.7172726,69.1146318
187.4238964,67.69710365
217.9035994,71.28033023
201.8428087,71.42757519
204.6277277,71.04335632
143.3475655,64.72625594
182.031248,67.14815944
202.1043716,72.29169703
192.7961126,70.24286617
158.9166993,64.45785785
213.4821026,74.46498854
162.8182755,65.29891515
212.1807188,72.74952611
155.1755428,65.71817875
194.6814346,68.89009494
209.4753881,73.03840861
198.3218281,69.86074638
179.6624965,69.86119695
192.6903832,71.76556166
179.8015682,66.82084589
190.5067956,67.78769383
196.1411445,69.25071385
180.8264574,68.92967211
186.635313,68.99710986
167.784391,66.37399493
179.4688864,66.37651933
181.3603512,69.05456976
161.4222109,65.6674754
149.759706,62.75287752
161.2018906,66.57798671
187.3633658,67.27217066
176.0116733,69.83655165
238.5694509,74.21643094
209.0328768,71.23052856
194.7965673,70.76286513
163.7244326,67.87895388
182.5124511,67.11452669
175.0932547,66.53981222
180.8807246,67.09121866
172.6542379,68.89341765
207.5756136,71.88269674
194.009473,70.53187611
187.8671025,69.2081082
161.2239648,66.85473775
228.7073009,77.16080089
176.4568284,68.19853732
186.9938986,66.79579309
218.4235845,74.07020621
184.6189529,69.69174305
199.359224,70.48275741
164.6344637,66.20296361
193.4299898,71.85788791
171.0768314,65.97520718
217.5614154,72.67696109
188.0649839,69.81202171
178.1848175,69.04314598
151.9966615,63.85067839
145.1761359,64.90978524
147.6602601,65.04544401
183.4385392,68.87439619
178.3484391,69.9822195
152.8204681,62.70930371
173.6342571,66.92343676
180.0356727,67.26904397
200.3368056,72.12252553
170.2961967,69.61140326
166.7385547,65.18470087
194.7788543,74.08027495
152.7911301,61.12182863
206.4261469,68.32145287
164.7714754,63.9529284
181.167061,68.58137352
185.0018542,64.92590896
209.5204246,69.65975352
197.345436,71.12075332
148.6050424,62.80419071
201.2242771,70.81126171
199.1938148,69.54951057
188.4596891,67.0323462
178.3001966,67.39683425
173.4301696,69.37184333
218.4375679,74.54513694
173.3868302,66.55652499
186.3207972,67.25995282
165.1677228,66.00196773
203.1357596,67.28350742
161.6708278,67.92463364
164.4705039,66.05763381
170.7923569,65.84458046
170.3101222,69.03106285
192.4971609,70.32711641
166.371258,66.53430651
196.54096,71.4716749
183.6196208,70.04693077
187.2913919,68.60571056
178.2824095,68.98238073
222.3975605,73.7888849
190.587913,69.07281082
204.103817,73.18794911
192.1962461,68.67738441
179.4090919,64.92233626
192.765581,66.11122914
169.7402721,67.74898985
192.8164417,71.81390356
185.7291961,69.19544122
188.5940922,67.40717166
179.6809303,69.87663341
162.4950825,64.36667672
183.3837802,67.49285386
221.4459021,73.12243321
188.8898645,67.65294548
191.8229143,68.53790185
214.2615182,70.72475802
182.3828222,68.23015031
163.9398786,67.69712341
198.4622269,73.71674275
187.3950858,68.85845722
175.9473678,66.47376597
188.6259112,69.97228132
200.779691,67.55618322
209.9374928,74.27201865
201.8626584,72.09385998
182.7948442,69.56977967
206.1634325,71.61408945
171.8769664,67.13854961
171.3212163,68.41565126
255.6908348,78.09586747
178.8167946,68.6426276
186.3587022,70.02684189
220.8457275,74.32567701
202.1371601,72.23163624
193.0816469,67.6666641
157.288088,66.42418713
180.7565256,65.07111347
206.5151903,69.1569821
180.0045482,67.8053119
193.9838213,68.23874539
203.6275837,72.54885198
211.7305173,74.05642685
201.0998006,73.23678822
212.2040396,72.83768488
167.9107289,68.2698199
207.0866751,70.07181913
185.8426218,71.73869477
172.8471849,68.6739597
184.7233308,70.18213939
182.3697168,66.9466142
188.3113941,67.67598854
168.6779132,67.90357319
173.4885993,67.19943211
178.0573356,66.99786196
174.0582354,66.0297085
192.066392,67.8142859
191.1771577,71.44765151
189.5959602,70.07932331
210.2235006,73.72161324
159.376926,66.38800664
189.8749292,68.19608778
176.1790688,68.27535973
177.2854147,65.93964742
170.3239575,66.87187788
165.9333275,66.19800895
232.2506433,73.30301022
206.883393,69.28503609
200.356448,71.76976166
163.2579018,63.63948265
188.9133324,72.16154497
207.5421208,72.00328044
173.4564553,68.16583681
189.8567859,69.0848968
169.8908229,67.18845052
160.7876538,63.61501878
211.0075801,71.72061161
193.8573561,70.47512584
217.3352533,72.86758744
176.7418313,68.16284382
203.3170123,69.6791497
165.5559659,63.00004749
211.7374418,71.75812504
201.5038128,71.62967826
200.6841596,71.06410538
189.532927,70.11514441
206.4997442,70.44887435
173.2997216,68.54146741
221.1220336,71.33392078
169.8294539,67.18093863
219.7866042,73.10634428
182.8879477,70.88748661
198.0788255,71.91022602
216.6177778,73.56929781
203.2583751,69.80157523
185.2469766,70.62786979
148.2657302,66.31457674
192.3070268,70.26935973
206.5229741,70.97870259
181.7894088,70.31506637
212.7287049,71.51370053
195.9590447,70.99854621
155.1289645,66.69530922
207.5063787,72.65899957
181.9381761,66.51004277
164.1170304,66.57823462
185.3139113,66.72468017
178.1753698,69.29554648
178.4131887,68.32298231
162.0277356,65.79795305
217.425675,70.12376143
189.8066455,69.06408861
197.216552,70.90773669
178.3828125,66.75412981
178.045314,68.58935913
184.9826013,70.97378777
153.6068331,63.17859731
221.897619,69.90321098
175.5643397,67.73372088
198.8291173,71.09295626
189.2795225,70.12179615
166.2769877,65.78802419
202.5184575,71.50724241
220.273901,71.71549797
213.3365925,71.45441131
171.3312485,69.38563588
191.5682599,70.15126491
200.7017307,72.10911232
208.7557182,71.62028583
172.7751627,69.20709959
188.8392852,71.10562694
187.5734938,67.06830402
224.4404592,75.99995705
170.2762478,67.9863736
197.2814443,69.38134598
195.3649152,71.42394644
198.4191385,70.47139727
196.3512998,71.85984886
195.3564313,72.71616603
213.9244864,72.92136714
201.3157707,71.76174731
227.4603038,74.66919682
157.0299355,67.32371432
192.2607453,70.55500396
169.4596309,65.18093656
197.6395496,69.73101343
215.9353939,71.75142255
173.2923443,68.97041418
163.0041411,65.04122113
208.6097832,70.02080933
202.039446,71.03482922
229.7407531,72.87153874
202.6092747,71.92022184
227.0223469,73.96772269
166.4436809,65.66451791
187.1053638,70.85793198
181.0517424,68.15658922
175.3521086,67.17791659
197.727299,70.85695017
166.461038,63.81097455
166.4413849,66.94959112
187.2586923,70.2806923
186.0655322,70.32349325
205.0526852,70.56606384
189.4633636,69.29416757
210.1443121,74.3892257
186.2040058,66.89231469
206.4922129,73.62154397
189.213646,69.09056319
168.7614795,67.54202278
144.1706444,62.92194889
187.5787042,68.85015225
193.6353663,69.61178285
185.348837,69.51565854
188.2451032,69.10691697
166.1711851,66.82276322
202.3577195,71.11214408
191.544634,67.76171315
162.0180876,66.5607406
175.9579827,67.10251954
193.3671981,69.58211124
192.6915216,72.28040043
186.1774738,69.20766611
198.0143768,69.02647455
167.7279617,65.43505946
200.0101569,68.46557156
199.9816203,71.96301518
217.2198008,73.75955023
194.3022593,70.53251302
190.5135138,69.01333502
236.7805375,73.61198537
181.2112391,68.49107214
151.6431035,64.09161305
170.7156931,67.97215983
197.3886665,70.83455355
200.2865087,71.64757981
158.4352052,67.31149854
186.4231978,68.24300184
166.6541431,65.47722474
204.7557801,70.71103014
174.5790245,67.17611536
178.5836266,67.74920685
185.3776732,68.45490383
194.7232532,72.3003079
159.6054441,65.40287453
162.6855211,65.64258414
180.1375203,69.44242118
171.9236336,67.99840926
191.902096,71.69276566
219.5125216,73.60300661
176.3087197,67.27719753
215.4434005,72.12491003
